Listing_ID,Brand,Year,Mileage_km,Engine_Size_L,Horsepower,Fuel_Type,Transmission,Doors,Owner_Count,Accident_History,Region,Price_CAD
AV10432,Toyota,2008,396604.0,,138.0,Electric,Automatic,2,3,0.0,Scarborough,3028.0
AV10068,Honda,2010,386898.0,1.0,185.0,Gasoline,STD,4,2,0.0,Markham,7615.0
AV10167,Chevrolet,2008,336312.0,1.8,187.0,Gasoline,Automatic,4,3,0.0,Mississauga,5244.0
AV10366,Chevrolet,2020,137906.0,1.5,173.0,Gasoline,Automatic,4,2,2.0,Vaughan,14879.0
AV10345,BMW,2020,106553.0,2.2,241.0,Hybrid,Automatic,2,3,0.0,Toronto,26350.0
AV10398,Ford,2021,72646.0,2.0,197.0,GASOLINE,Automatic,4,6,1.0,Markham,19123.0
AV10185,Honda,2022,67070.0,2.1,241.0,Gasoline,Manual,2,2,0.0,Markham,25502.0
AV10348,Hyundai,2020,78454.0,1.8,174.0,Gasoline,Manual,2,3,0.0,Toronto,16685.0
AV10211,Chevrolet,2012,256778.0,1.0,95.0,Gasoline,manual,2,2,,Markham,6195.0
AV10502,Honda,2017,140553.0,1.4,,Hybrid,Automatic,4,1,,Mississauga,14035.0
AV10196,BMW,2023,41922.0,2.7,266.0,petrol,AUTOMATIC,2,2,,Toronto,35318.0
AV10175,Hyundai,2010,325960.0,,209.0,Gasoline,Automatic,4,3,0.0,Markham,7476.0
